fold_id,task_id,setting,context,perturbation,risk_model_disagreement,baseline_predicted_magnitude,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_directional_truth_used_for_score
E237_cellline_holdout_1_HepG2,HepG2::DDX18,context_unseen,HepG2,DDX18,0.2087183019195797,0.1213711872696876,1.0,0.5,4.17530079880365,3.8319025969204783,0.5117644552412726,False
E237_cellline_holdout_1_HepG2,HepG2::RBM28,context_and_perturbation_unseen,HepG2,RBM28,0.0574750973768699,0.0385172441601753,1.0,1.0,-0.5927644008208636,-0.736764681724886,0.39587023162812707,False
E237_cellline_holdout_1_HepG2,HepG2::MRGBP,context_unseen,HepG2,MRGBP,0.0813878454324862,0.0585624799132347,1.0,1.0,0.1611044567989528,0.368554018155077,0.43359364132720873,False
E237_cellline_holdout_1_HepG2,HepG2::CTDP1,context_unseen,HepG2,CTDP1,0.1389977068726547,0.0837087631225586,1.0,0.5,1.9773022576759356,1.755150684123502,0.42866494472441413,False
E237_cellline_holdout_1_HepG2,HepG2::RPS26,context_unseen,HepG2,RPS26,0.0665015762100847,0.0400081723928451,1.0,1.0,-0.3081973042036737,-0.6545530841138462,0.40224918345904515,False
E237_cellline_holdout_1_HepG2,HepG2::PPA1,context_and_perturbation_unseen,HepG2,PPA1,0.067906542108265,0.0483262091875076,1.0,1.0,-0.2639046100226216,-0.1958864099627684,0.41370373345990086,False
E237_cellline_holdout_1_HepG2,HepG2::SNAPC5,context_unseen,HepG2,SNAPC5,0.0469805108543396,0.0327447690069675,1.0,0.5,-0.9236147880089672,-1.05506598833133,0.31736375694087027,False
E237_cellline_holdout_1_HepG2,HepG2::SRA1,context_unseen,HepG2,SRA1,0.0443036815236173,0.0336415246129035,1.0,0.5,-1.0080040127397014,-1.0056177926266714,0.3172043277667627,False
E237_cellline_holdout_1_HepG2,HepG2::EXOSC3,context_and_perturbation_unseen,HepG2,EXOSC3,0.0659850535519554,0.0521294623613357,1.0,1.0,-0.3244811016707426,0.0138295996266146,0.4176771207552449,False
E237_cellline_holdout_1_HepG2,HepG2::ETF1,context_unseen,HepG2,ETF1,0.0991747400425189,0.0612537302076816,1.0,0.5,0.7218507954917192,0.5169528353680727,0.3799801174610579,False
E237_cellline_holdout_1_HepG2,HepG2::CHAF1B,context_and_perturbation_unseen,HepG2,CHAF1B,0.0537148666122002,0.0313112288713455,1.0,1.0,-0.7113087381072106,-1.1341131364143675,0.38469329315425627,False
E237_cellline_holdout_1_HepG2,HepG2::ILF2,context_unseen,HepG2,ILF2,0.0523839150963569,0.0321824327111244,1.0,0.5,-0.7532680686058459,-1.0860738961990024,0.3193000390452192,False
E237_cellline_holdout_1_HepG2,HepG2::CSE1L,context_unseen,HepG2,CSE1L,0.0650068447142476,0.0484514869749546,1.0,0.5,-0.3553199319583032,-0.1889784402660989,0.34657201766995394,False
E237_cellline_holdout_1_HepG2,HepG2::EXOSC5,context_unseen,HepG2,EXOSC5,0.2377854143152063,0.1415531486272812,1.0,0.5,5.0,4.944760513066377,0.5507723866329832,False
E237_cellline_holdout_1_HepG2,HepG2::SETD1A,context_unseen,HepG2,SETD1A,0.1315407022181599,0.0808348655700683,1.0,0.5,1.742214112763652,1.5966804747710432,0.42127043932235214,False
E237_cellline_holdout_1_HepG2,HepG2::DDX21,context_unseen,HepG2,DDX21,0.0903317097515697,0.0621054619550704,1.0,0.5,0.4430670635747344,0.5639183607062637,0.3767225482006664,False
E237_cellline_holdout_1_HepG2,HepG2::TAF5,context_unseen,HepG2,TAF5,0.3643302125740099,0.2010330110788345,1.0,0.5,5.0,5.0,0.552068496826971,False
E237_cellline_holdout_1_HepG2,HepG2::DAP3,context_unseen,HepG2,DAP3,0.0859740903472571,0.0587745569646358,1.0,1.0,0.3056895628947366,0.380248204924285,0.43612900981619585,False
E237_cellline_holdout_1_HepG2,HepG2::DPY19L4,context_and_perturbation_unseen,HepG2,DPY19L4,0.0554111334691536,0.0192782171070575,1.0,1.0,-0.6578325439577288,-1.797628052516719,0.36996117509568677,False
E237_cellline_holdout_1_HepG2,HepG2::WTAP,context_unseen,HepG2,WTAP,0.0503789983824921,0.0388051308691501,1.0,0.5,-0.8164747008669628,-0.720890258156272,0.32688010737956363,False
E237_cellline_holdout_1_HepG2,HepG2::USP5,context_and_perturbation_unseen,HepG2,USP5,0.0494395390832916,0.0390835925936698,1.0,1.0,-0.8460919203944471,-0.7055355397032599,0.3926415094381122,False
E237_cellline_holdout_1_HepG2,HepG2::RPL35A,context_unseen,HepG2,RPL35A,0.170137911365915,0.1062959507107734,1.0,0.5,2.959022565721752,3.0006357024346526,0.47324022153577766,False
E237_cellline_holdout_1_HepG2,HepG2::LRR1,context_unseen,HepG2,LRR1,0.0516878229889432,0.0248226784169673,1.0,0.5,-0.7752129392076529,-1.491899706784046,0.3094347883438031,False
E237_cellline_holdout_1_HepG2,HepG2::CS,context_unseen,HepG2,CS,0.0518116112854998,0.0232315380126237,1.0,0.5,-0.7713104123422857,-1.5796371255264088,0.30743719045920237,False
E237_cellline_holdout_1_HepG2,HepG2::PELO,context_unseen,HepG2,PELO,0.096100552017425,0.0541489981114864,1.0,1.0,0.6249345143016202,0.1251892592094141,0.4351367062467363,False
E237_cellline_holdout_1_HepG2,Jurkat::CENPT,random_seen_pair,Jurkat,CENPT,0.1384040257835002,0.0886113941669464,0.0,1.0,1.9585859778309564,2.025487727734816,0.6954431668644242,False
E237_cellline_holdout_1_HepG2,Jurkat::CHMP6,perturbation_unseen,Jurkat,CHMP6,0.0662219034347982,0.0490785576403141,0.0,1.0,-0.3170142162173938,-0.1544010004641132,0.6087101951173629,False
