dataset,fold_id,predictor,similarity,score,n_valid_queries,spearman_risk_vs_retrieval_error
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,GEARS,cosine,safeconf_calibrated_pair_risk,183,-0.022848710997942022
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,GEARS,cosine,baseline_predicted_magnitude,183,0.023246250173650805
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,GEARS,cosine,risk_model_disagreement,183,-0.02140640753533355
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,GEARS,pearson,directional_risk_frozen,183,0.01793884876243475
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,GEARS,pearson,safeconf_calibrated_pair_risk,183,-0.03909809344101207
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,GEARS,pearson,baseline_predicted_magnitude,183,0.03664240692301707
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,GEARS,pearson,risk_model_disagreement,183,-0.00884654214118214
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,scGPT,cosine,directional_risk_frozen,183,-0.01374044232255748
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,scGPT,cosine,safeconf_calibrated_pair_risk,183,-0.048101338952894854
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,scGPT,cosine,baseline_predicted_magnitude,183,-0.1256789324706262
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,scGPT,cosine,risk_model_disagreement,183,-0.1472931554086894
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,scGPT,pearson,directional_risk_frozen,183,0.014526951290560324
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,scGPT,pearson,safeconf_calibrated_pair_risk,183,0.0010946371599950423
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,scGPT,pearson,baseline_predicted_magnitude,183,-0.032770577589475915
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,scGPT,pearson,risk_model_disagreement,183,-0.055401564455419924
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,GEARS,cosine,directional_risk_frozen,183,0.07962342866062032
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,GEARS,cosine,safeconf_calibrated_pair_risk,183,-0.01968041362106305
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,GEARS,cosine,baseline_predicted_magnitude,183,-0.11515196043444587
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,GEARS,cosine,risk_model_disagreement,183,0.1212538677820312
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,GEARS,pearson,directional_risk_frozen,183,0.11334318350460372
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,GEARS,pearson,safeconf_calibrated_pair_risk,183,-0.07611989560468561
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,GEARS,pearson,baseline_predicted_magnitude,183,-0.1077347716601465
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,GEARS,pearson,risk_model_disagreement,183,0.14177884984306866
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,scGPT,cosine,directional_risk_frozen,183,0.032214448381863076
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,scGPT,cosine,safeconf_calibrated_pair_risk,183,0.009579253045866588
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,scGPT,cosine,baseline_predicted_magnitude,183,0.042439889797544865
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,scGPT,cosine,risk_model_disagreement,183,-0.06696959194504501
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,scGPT,pearson,directional_risk_frozen,183,0.017956212884874263
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,scGPT,pearson,safeconf_calibrated_pair_risk,183,-0.006664555131261674
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,scGPT,pearson,baseline_predicted_magnitude,183,0.1469550561160353
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,scGPT,pearson,risk_model_disagreement,183,-0.14296239329463306
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,GEARS,cosine,directional_risk_frozen,183,-0.0019289122467378015
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,GEARS,cosine,safeconf_calibrated_pair_risk,183,-0.003338878559074062
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,GEARS,cosine,baseline_predicted_magnitude,183,-0.08797993960323777
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,GEARS,cosine,risk_model_disagreement,183,-0.07797799107510242
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,GEARS,pearson,directional_risk_frozen,183,-0.02139373582998237
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,GEARS,pearson,safeconf_calibrated_pair_risk,183,-0.049628571533835986
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,GEARS,pearson,baseline_predicted_magnitude,183,-0.06880166695821652
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,GEARS,pearson,risk_model_disagreement,183,-0.10154827999408657
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,scGPT,cosine,directional_risk_frozen,183,-0.0203354019585973
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,scGPT,cosine,safeconf_calibrated_pair_risk,183,-0.051307482149173474
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,scGPT,cosine,baseline_predicted_magnitude,183,0.13099934745586714
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,scGPT,cosine,risk_model_disagreement,183,0.00355012843051872
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,scGPT,pearson,directional_risk_frozen,183,0.0008008992006688074
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,scGPT,pearson,safeconf_calibrated_pair_risk,183,-0.03828259015421807
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,scGPT,pearson,baseline_predicted_magnitude,183,0.14885367637662608
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,scGPT,pearson,risk_model_disagreement,183,0.019968629825966176
