target,seed_index,budget,n_calibration_genes,n_evaluation_tasks,method,utility_20,spearman
RPE1,13,0.5,166,84,ridge_with_history,0.5922783964646725,0.5417231953022174
RPE1,13,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,13,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,13,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,13,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,13,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,13,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,14,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,14,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,14,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,14,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,14,0.01,4,84,ridge_no_history,0.38398512497324266,0.40530525463197326
RPE1,14,0.01,4,84,ridge_with_history,0.5564196852657128,0.3948769869393541
RPE1,14,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,14,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,14,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,14,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,14,0.05,17,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,14,0.05,17,84,ridge_with_history,0.35230633406257894,0.5213728865039993
RPE1,14,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,14,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,14,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,14,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,14,0.1,34,84,ridge_no_history,0.4783499778257061,0.5140224764604637
RPE1,14,0.1,34,84,ridge_with_history,0.48732344170306385,0.5628227194492255
RPE1,14,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,14,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,14,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,14,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,14,0.2,67,84,ridge_no_history,0.4783499778257061,0.5036347068948062
RPE1,14,0.2,67,84,ridge_with_history,0.48732344170306385,0.5699706388579528
RPE1,14,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,14,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,14,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,14,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,14,0.5,166,84,ridge_no_history,0.4783499778257061,0.5102763997165131
RPE1,14,0.5,166,84,ridge_with_history,0.5597539183196688,0.5493165941075226
RPE1,14,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,14,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,14,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,14,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,14,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,14,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,15,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,15,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,15,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,15,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,15,0.01,4,84,ridge_no_history,0.1025266932430024,-0.0008504606661941887
RPE1,15,0.01,4,84,ridge_with_history,0.2199874615516328,0.0874152070466741
RPE1,15,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,15,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,15,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,15,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,15,0.05,17,84,ridge_no_history,0.43806046640996366,0.4910397894097398
RPE1,15,0.05,17,84,ridge_with_history,0.5598405003380414,0.5129492760959806
RPE1,15,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,15,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,15,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,15,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,15,0.1,34,84,ridge_no_history,0.43806046640996366,0.5021970233876684
RPE1,15,0.1,34,84,ridge_with_history,0.5737951767605654,0.5413992102865243
RPE1,15,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,15,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,15,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,15,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,15,0.2,67,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,15,0.2,67,84,ridge_with_history,0.5542378395450415,0.5201781917586312
RPE1,15,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,15,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,15,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,15,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,15,0.5,166,84,ridge_no_history,0.4783499778257061,0.5174445681887212
RPE1,15,0.5,166,84,ridge_with_history,0.5922783964646725,0.5503695454085249
RPE1,15,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,15,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,15,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,15,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,15,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,15,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
hepg2,0,0.01,4,81,M,0.7647789461378082,0.7834688346883469
hepg2,0,0.01,4,81,D,0.1776871804453885,0.3455510388437218
hepg2,0,0.01,4,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,0,0.01,4,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,0,0.01,4,81,ridge_no_history,0.7647789461378082,0.7834688346883469
hepg2,0,0.01,4,81,ridge_with_history,0.4627437417822143,0.7163730803974706
hepg2,0,0.05,17,81,M,0.7647789461378082,0.7834688346883469
hepg2,0,0.05,17,81,D,0.1776871804453885,0.3455510388437218
hepg2,0,0.05,17,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,0,0.05,17,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,0,0.05,17,81,ridge_no_history,0.8687519549208044,0.7895212285456187
hepg2,0,0.05,17,81,ridge_with_history,0.783882082347885,0.8009710930442638
hepg2,0,0.1,33,81,M,0.7647789461378082,0.7834688346883469
hepg2,0,0.1,33,81,D,0.1776871804453885,0.3455510388437218
hepg2,0,0.1,33,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,0,0.1,33,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,0,0.1,33,81,ridge_no_history,0.8073307095016475,0.7697606142728093
hepg2,0,0.1,33,81,ridge_with_history,0.701035936446646,0.788211382113821
hepg2,0,0.2,65,81,M,0.7647789461378082,0.7834688346883469
hepg2,0,0.2,65,81,D,0.1776871804453885,0.3455510388437218
hepg2,0,0.2,65,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,0,0.2,65,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,0,0.2,65,81,ridge_no_history,0.7788595073721667,0.78823396567299
hepg2,0,0.2,65,81,ridge_with_history,0.6967163688876008,0.8021454381210478
hepg2,0,0.5,162,81,M,0.7647789461378082,0.7834688346883469
hepg2,0,0.5,162,81,D,0.1776871804453885,0.3455510388437218
hepg2,0,0.5,162,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,0,0.5,162,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,0,0.5,162,81,ridge_no_history,0.7788595073721667,0.789453477868112
hepg2,0,0.5,162,81,ridge_with_history,0.7500236704362766,0.8300135501355013
hepg2,0,1.0,324,81,M,0.7647789461378082,0.7834688346883469
hepg2,0,1.0,324,81,D,0.1776871804453885,0.3455510388437218
hepg2,0,1.0,324,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,0,1.0,324,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,0,1.0,324,81,ridge_no_history,0.7788595073721667,0.7879403794037939
hepg2,0,1.0,324,81,ridge_with_history,0.7145117698847215,0.8345528455284552
hepg2,1,0.01,4,81,M,0.7647789461378082,0.7834688346883469
hepg2,1,0.01,4,81,D,0.1776871804453885,0.3455510388437218
hepg2,1,0.01,4,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,1,0.01,4,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,1,0.01,4,81,ridge_no_history,0.8687519549208044,0.7902439024390243
hepg2,1,0.01,4,81,ridge_with_history,0.6903826862849406,0.799683830171635
hepg2,1,0.05,17,81,M,0.7647789461378082,0.7834688346883469
hepg2,1,0.05,17,81,D,0.1776871804453885,0.3455510388437218
hepg2,1,0.05,17,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,1,0.05,17,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,1,0.05,17,81,ridge_no_history,0.7227556051378621,0.7857046070460705
hepg2,1,0.05,17,81,ridge_with_history,0.6510891056773699,0.7863821138211382
hepg2,1,0.1,33,81,M,0.7647789461378082,0.7834688346883469
hepg2,1,0.1,33,81,D,0.1776871804453885,0.3455510388437218
hepg2,1,0.1,33,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,1,0.1,33,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,1,0.1,33,81,ridge_no_history,0.8437445438655398,0.7800813008130082
hepg2,1,0.1,33,81,ridge_with_history,0.7560547481570885,0.807204155374887
hepg2,1,0.2,65,81,M,0.7647789461378082,0.7834688346883469
hepg2,1,0.2,65,81,D,0.1776871804453885,0.3455510388437218
hepg2,1,0.2,65,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,1,0.2,65,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,1,0.2,65,81,ridge_no_history,0.8073307095016475,0.7703929539295393
hepg2,1,0.2,65,81,ridge_with_history,0.701035936446646,0.796702800361337
hepg2,1,0.5,162,81,M,0.7647789461378082,0.7834688346883469
hepg2,1,0.5,162,81,D,0.1776871804453885,0.3455510388437218
hepg2,1,0.5,162,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,1,0.5,162,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,1,0.5,162,81,ridge_no_history,0.8687519549208044,0.7856820234869015
hepg2,1,0.5,162,81,ridge_with_history,0.6767500845531202,0.8226738934056007
hepg2,1,1.0,324,81,M,0.7647789461378082,0.7834688346883469
hepg2,1,1.0,324,81,D,0.1776871804453885,0.3455510388437218
hepg2,1,1.0,324,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,1,1.0,324,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,1,1.0,324,81,ridge_no_history,0.7788595073721667,0.7879403794037939
hepg2,1,1.0,324,81,ridge_with_history,0.7145117698847215,0.8345528455284552
hepg2,2,0.01,4,81,M,0.7647789461378082,0.7834688346883469
hepg2,2,0.01,4,81,D,0.1776871804453885,0.3455510388437218
hepg2,2,0.01,4,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,2,0.01,4,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,2,0.01,4,81,ridge_no_history,0.8073307095016475,0.7758807588075881
hepg2,2,0.01,4,81,ridge_with_history,0.6195194179936645,0.7687217705510387
hepg2,2,0.05,17,81,M,0.7647789461378082,0.7834688346883469
hepg2,2,0.05,17,81,D,0.1776871804453885,0.3455510388437218
hepg2,2,0.05,17,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,2,0.05,17,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,2,0.05,17,81,ridge_no_history,0.7227556051378621,0.7830171635049683
hepg2,2,0.05,17,81,ridge_with_history,0.6967163688876008,0.7929087624209574
hepg2,2,0.1,33,81,M,0.7647789461378082,0.7834688346883469
hepg2,2,0.1,33,81,D,0.1776871804453885,0.3455510388437218
hepg2,2,0.1,33,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,2,0.1,33,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,2,0.1,33,81,ridge_no_history,0.8035056355229864,0.789137308039747
hepg2,2,0.1,33,81,ridge_with_history,0.6967163688876008,0.7865853658536583
hepg2,2,0.2,65,81,M,0.7647789461378082,0.7834688346883469
hepg2,2,0.2,65,81,D,0.1776871804453885,0.3455510388437218
hepg2,2,0.2,65,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,2,0.2,65,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,2,0.2,65,81,ridge_no_history,0.8687519549208044,0.7857497741644083
hepg2,2,0.2,65,81,ridge_with_history,0.7234100092854423,0.8251806684733513
hepg2,2,0.5,162,81,M,0.7647789461378082,0.7834688346883469
hepg2,2,0.5,162,81,D,0.1776871804453885,0.3455510388437218
hepg2,2,0.5,162,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,2,0.5,162,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,2,0.5,162,81,ridge_no_history,0.8687519549208044,0.7887082204155373
hepg2,2,0.5,162,81,ridge_with_history,0.7625060040430935,0.8316621499548329
hepg2,2,1.0,324,81,M,0.7647789461378082,0.7834688346883469
hepg2,2,1.0,324,81,D,0.1776871804453885,0.3455510388437218
hepg2,2,1.0,324,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,2,1.0,324,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,2,1.0,324,81,ridge_no_history,0.7788595073721667,0.7879403794037939
hepg2,2,1.0,324,81,ridge_with_history,0.7145117698847215,0.8345528455284552
hepg2,3,0.01,4,81,M,0.7647789461378082,0.7834688346883469
hepg2,3,0.01,4,81,D,0.1776871804453885,0.3455510388437218
hepg2,3,0.01,4,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,3,0.01,4,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,3,0.01,4,81,ridge_no_history,0.1776871804453885,0.3455510388437218
hepg2,3,0.01,4,81,ridge_with_history,0.0396789230792411,0.38416892502258354
hepg2,3,0.05,17,81,M,0.7647789461378082,0.7834688346883469
hepg2,3,0.05,17,81,D,0.1776871804453885,0.3455510388437218
hepg2,3,0.05,17,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,3,0.05,17,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,3,0.05,17,81,ridge_no_history,0.8687519549208044,0.7880307136404696
hepg2,3,0.05,17,81,ridge_with_history,0.7170731387267982,0.7983739837398374
hepg2,3,0.1,33,81,M,0.7647789461378082,0.7834688346883469
hepg2,3,0.1,33,81,D,0.1776871804453885,0.3455510388437218
hepg2,3,0.1,33,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,3,0.1,33,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,3,0.1,33,81,ridge_no_history,0.7227556051378621,0.7835591689250226
hepg2,3,0.1,33,81,ridge_with_history,0.6799025768220051,0.7822267389340559
hepg2,3,0.2,65,81,M,0.7647789461378082,0.7834688346883469
hepg2,3,0.2,65,81,D,0.1776871804453885,0.3455510388437218
hepg2,3,0.2,65,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,3,0.2,65,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,3,0.2,65,81,ridge_no_history,0.7227556051378621,0.783130081300813
hepg2,3,0.2,65,81,ridge_with_history,0.6799025768220051,0.7966576332429991
hepg2,3,0.5,162,81,M,0.7647789461378082,0.7834688346883469
hepg2,3,0.5,162,81,D,0.1776871804453885,0.3455510388437218
hepg2,3,0.5,162,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,3,0.5,162,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,3,0.5,162,81,ridge_no_history,0.8035056355229864,0.7879177958446251
hepg2,3,0.5,162,81,ridge_with_history,0.6767500845531202,0.8151084010840107
hepg2,3,1.0,324,81,M,0.7647789461378082,0.7834688346883469
hepg2,3,1.0,324,81,D,0.1776871804453885,0.3455510388437218
hepg2,3,1.0,324,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,3,1.0,324,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,3,1.0,324,81,ridge_no_history,0.7788595073721667,0.7879403794037939
hepg2,3,1.0,324,81,ridge_with_history,0.7145117698847215,0.8345528455284552
hepg2,4,0.01,4,81,M,0.7647789461378082,0.7834688346883469
hepg2,4,0.01,4,81,D,0.1776871804453885,0.3455510388437218
hepg2,4,0.01,4,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,4,0.01,4,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,4,0.01,4,81,ridge_no_history,0.6735452734705986,0.6943089430894309
hepg2,4,0.01,4,81,ridge_with_history,0.45755843136490915,0.7226964769647697
hepg2,4,0.05,17,81,M,0.7647789461378082,0.7834688346883469
hepg2,4,0.05,17,81,D,0.1776871804453885,0.3455510388437218
hepg2,4,0.05,17,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,4,0.05,17,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,4,0.05,17,81,ridge_no_history,0.8073307095016475,0.759959349593496
hepg2,4,0.05,17,81,ridge_with_history,0.6212878952868591,0.7759485094850948
hepg2,4,0.1,33,81,M,0.7647789461378082,0.7834688346883469
hepg2,4,0.1,33,81,D,0.1776871804453885,0.3455510388437218
hepg2,4,0.1,33,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,4,0.1,33,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,4,0.1,33,81,ridge_no_history,0.8437445438655398,0.7800813008130082
hepg2,4,0.1,33,81,ridge_with_history,0.701035936446646,0.8026422764227642
hepg2,4,0.2,65,81,M,0.7647789461378082,0.7834688346883469
hepg2,4,0.2,65,81,D,0.1776871804453885,0.3455510388437218
hepg2,4,0.2,65,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,4,0.2,65,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,4,0.2,65,81,ridge_no_history,0.7788595073721667,0.7877597109304426
hepg2,4,0.2,65,81,ridge_with_history,0.84146194460858,0.8079268292682926
hepg2,4,0.5,162,81,M,0.7647789461378082,0.7834688346883469
hepg2,4,0.5,162,81,D,0.1776871804453885,0.3455510388437218
hepg2,4,0.5,162,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,4,0.5,162,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,4,0.5,162,81,ridge_no_history,0.7227556051378621,0.7838527551942186
hepg2,4,0.5,162,81,ridge_with_history,0.7500236704362766,0.8284552845528455
hepg2,4,1.0,324,81,M,0.7647789461378082,0.7834688346883469
hepg2,4,1.0,324,81,D,0.1776871804453885,0.3455510388437218
hepg2,4,1.0,324,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,4,1.0,324,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,4,1.0,324,81,ridge_no_history,0.7788595073721667,0.7879403794037939
hepg2,4,1.0,324,81,ridge_with_history,0.7145117698847215,0.8345528455284552
hepg2,5,0.01,4,81,M,0.7647789461378082,0.7834688346883469
hepg2,5,0.01,4,81,D,0.1776871804453885,0.3455510388437218
hepg2,5,0.01,4,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,5,0.01,4,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,5,0.01,4,81,ridge_no_history,0.7647789461378082,0.7834688346883469
hepg2,5,0.01,4,81,ridge_with_history,0.6799025768220051,0.7446476964769647
hepg2,5,0.05,17,81,M,0.7647789461378082,0.7834688346883469
hepg2,5,0.05,17,81,D,0.1776871804453885,0.3455510388437218
hepg2,5,0.05,17,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,5,0.05,17,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,5,0.05,17,81,ridge_no_history,0.7013726076613941,0.7427055103884372
hepg2,5,0.05,17,81,ridge_with_history,0.7112444784565468,0.799412827461608
hepg2,5,0.1,33,81,M,0.7647789461378082,0.7834688346883469
hepg2,5,0.1,33,81,D,0.1776871804453885,0.3455510388437218
hepg2,5,0.1,33,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,5,0.1,33,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,5,0.1,33,81,ridge_no_history,0.8073307095016475,0.7701219512195121
hepg2,5,0.1,33,81,ridge_with_history,0.7077123612469685,0.8079268292682926
hepg2,5,0.2,65,81,M,0.7647789461378082,0.7834688346883469
hepg2,5,0.2,65,81,D,0.1776871804453885,0.3455510388437218
hepg2,5,0.2,65,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,5,0.2,65,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,5,0.2,65,81,ridge_no_history,0.8437445438655398,0.7838979223125565
hepg2,5,0.2,65,81,ridge_with_history,0.7247443187114927,0.808717253839205
hepg2,5,0.5,162,81,M,0.7647789461378082,0.7834688346883469
hepg2,5,0.5,162,81,D,0.1776871804453885,0.3455510388437218
hepg2,5,0.5,162,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,5,0.5,162,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,5,0.5,162,81,ridge_no_history,0.7788595073721667,0.7900180668473352
hepg2,5,0.5,162,81,ridge_with_history,0.7145117698847215,0.8387308039747063
hepg2,5,1.0,324,81,M,0.7647789461378082,0.7834688346883469
hepg2,5,1.0,324,81,D,0.1776871804453885,0.3455510388437218
hepg2,5,1.0,324,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,5,1.0,324,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,5,1.0,324,81,ridge_no_history,0.7788595073721667,0.7879403794037939
hepg2,5,1.0,324,81,ridge_with_history,0.7145117698847215,0.8345528455284552
hepg2,6,0.01,4,81,M,0.7647789461378082,0.7834688346883469
hepg2,6,0.01,4,81,D,0.1776871804453885,0.3455510388437218
hepg2,6,0.01,4,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,6,0.01,4,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,6,0.01,4,81,ridge_no_history,0.8035056355229864,0.7905149051490514
hepg2,6,0.01,4,81,ridge_with_history,0.8037002592769792,0.7727416440831074
hepg2,6,0.05,17,81,M,0.7647789461378082,0.7834688346883469
hepg2,6,0.05,17,81,D,0.1776871804453885,0.3455510388437218
hepg2,6,0.05,17,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,6,0.05,17,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,6,0.05,17,81,ridge_no_history,0.7013726076613941,0.7504290876242095
hepg2,6,0.05,17,81,ridge_with_history,0.6882596675821622,0.7592140921409213
hepg2,6,0.1,33,81,M,0.7647789461378082,0.7834688346883469
hepg2,6,0.1,33,81,D,0.1776871804453885,0.3455510388437218
hepg2,6,0.1,33,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,6,0.1,33,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,6,0.1,33,81,ridge_no_history,0.8437445438655398,0.7766711833785005
hepg2,6,0.1,33,81,ridge_with_history,0.6767500845531202,0.7610207768744355
hepg2,6,0.2,65,81,M,0.7647789461378082,0.7834688346883469
hepg2,6,0.2,65,81,D,0.1776871804453885,0.3455510388437218
hepg2,6,0.2,65,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,6,0.2,65,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,6,0.2,65,81,ridge_no_history,0.8437445438655398,0.779223125564589
hepg2,6,0.2,65,81,ridge_with_history,0.6767500845531202,0.768383017163505
hepg2,6,0.5,162,81,M,0.7647789461378082,0.7834688346883469
hepg2,6,0.5,162,81,D,0.1776871804453885,0.3455510388437218
hepg2,6,0.5,162,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,6,0.5,162,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,6,0.5,162,81,ridge_no_history,0.7788595073721667,0.7881436314363143
hepg2,6,0.5,162,81,ridge_with_history,0.7500236704362766,0.817208672086721
hepg2,6,1.0,324,81,M,0.7647789461378082,0.7834688346883469
hepg2,6,1.0,324,81,D,0.1776871804453885,0.3455510388437218
hepg2,6,1.0,324,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,6,1.0,324,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,6,1.0,324,81,ridge_no_history,0.7788595073721667,0.7879403794037939
hepg2,6,1.0,324,81,ridge_with_history,0.7145117698847215,0.8345528455284552
hepg2,7,0.01,4,81,M,0.7647789461378082,0.7834688346883469
hepg2,7,0.01,4,81,D,0.1776871804453885,0.3455510388437218
hepg2,7,0.01,4,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,7,0.01,4,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,7,0.01,4,81,ridge_no_history,0.5229862620317455,0.6212059620596206
hepg2,7,0.01,4,81,ridge_with_history,0.5946416995228865,0.7236901535682023
hepg2,7,0.05,17,81,M,0.7647789461378082,0.7834688346883469
hepg2,7,0.05,17,81,D,0.1776871804453885,0.3455510388437218
hepg2,7,0.05,17,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,7,0.05,17,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,7,0.05,17,81,ridge_no_history,0.6735452734705986,0.7107497741644084
hepg2,7,0.05,17,81,ridge_with_history,0.6882596675821622,0.749390243902439
hepg2,7,0.1,33,81,M,0.7647789461378082,0.7834688346883469
hepg2,7,0.1,33,81,D,0.1776871804453885,0.3455510388437218
hepg2,7,0.1,33,81,M_plus_D_fixed,0.8687519549208044,0.7847786811201445
hepg2,7,0.1,33,81,M_plus_H_fixed,0.8115724530841268,0.8059394760614272
hepg2,7,0.1,33,81,ridge_no_history,0.7227556051378621,0.7835591689250226
hepg2,7,0.1,33,81,ridge_with_history,0.7486426006472588,0.7586269196025293
